Species,Disease_presence_peptide,Disease,CDR3,Uniqueness,n_unique_peptides
Human,7,SARS-COV-2,Yes,8,49
Human,7,SARS-COV-2,Yes,9,78
Human,7,SARS-COV-2,Yes,10,111
Human,7,SARS-COV-2,Yes,>10,16297
Human,8,SARS-COV-2,No,8,150
Human,8,SARS-COV-2,No,9,447
Human,8,SARS-COV-2,No,10,876
Human,8,SARS-COV-2,No,>10,270718
Human,8,SARS-COV-2,Yes,8,1
Human,8,SARS-COV-2,Yes,9,12
Human,8,SARS-COV-2,Yes,10,12
Human,8,SARS-COV-2,Yes,>10,11081
Human,9,SARS-COV-2,No,9,18
Human,9,SARS-COV-2,No,10,76
Human,9,SARS-COV-2,No,>10,200113
Human,9,SARS-COV-2,Yes,>10,8004
Human,10,SARS-COV-2,No,10,5
Human,10,SARS-COV-2,No,>10,149643
Human,10,SARS-COV-2,Yes,>10,5769
Human,11,SARS-COV-2,No,>10,113601
Human,11,SARS-COV-2,Yes,>10,4258
Human,12,SARS-COV-2,No,>10,85398
Human,12,SARS-COV-2,Yes,>10,3211
Human,13,SARS-COV-2,No,>10,63340
Human,13,SARS-COV-2,Yes,>10,2526
Human,14,SARS-COV-2,No,>10,47182
Human,14,SARS-COV-2,Yes,>10,1968
Human,15,SARS-COV-2,No,>10,35305
Human,15,SARS-COV-2,Yes,>10,1628
Human,16,SARS-COV-2,No,>10,26576
Human,16,SARS-COV-2,Yes,>10,1422
Human,17,SARS-COV-2,No,>10,20286
Human,17,SARS-COV-2,Yes,>10,1183
Human,18,SARS-COV-2,No,>10,14731
Human,18,SARS-COV-2,Yes,>10,845
Human,19,SARS-COV-2,No,>10,11206
Human,19,SARS-COV-2,Yes,>10,757
Human,20,SARS-COV-2,No,>10,7818
Human,20,SARS-COV-2,Yes,>10,717
Human,21,SARS-COV-2,No,>10,3533
Human,21,SARS-COV-2,Yes,>10,426
Human,22,SARS-COV-2,No,>10,1262
Human,22,SARS-COV-2,Yes,>10,218
Human,23,SARS-COV-2,No,>10,329
Human,23,SARS-COV-2,Yes,>10,90
Human,24,SARS-COV-2,No,>10,46
Human,24,SARS-COV-2,Yes,>10,20
Human,1,SLE,No,1,7856426
Human,1,SLE,No,2,821692
Human,1,SLE,No,3,356269
Human,1,SLE,No,4,211688
Human,1,SLE,No,5,142751
Human,1,SLE,No,6,103827
Human,1,SLE,No,7,78101
Human,1,SLE,No,8,61271
Human,1,SLE,No,9,50067
Human,1,SLE,No,10,41187
Human,1,SLE,No,>10,394934
Human,1,SLE,Yes,1,125340
Human,1,SLE,Yes,2,19408
Human,1,SLE,Yes,3,10214
Human,1,SLE,Yes,4,6688
Human,1,SLE,Yes,5,4558
Human,1,SLE,Yes,6,3512
Human,1,SLE,Yes,7,2632
Human,1,SLE,Yes,8,2179
Human,1,SLE,Yes,9,1749
Human,1,SLE,Yes,10,1514
Human,1,SLE,Yes,>10,16483
Human,2,SLE,No,1,12
Human,2,SLE,No,2,318711
Human,2,SLE,No,3,124343
Human,2,SLE,No,4,65588
Human,2,SLE,No,5,42506
Human,2,SLE,No,6,29121
Human,2,SLE,No,7,21746
Human,2,SLE,No,8,16520
Human,2,SLE,No,9,13245
Human,2,SLE,No,10,10751
Human,2,SLE,No,>10,99271
Human,2,SLE,Yes,2,7655
Human,2,SLE,Yes,3,3746
Human,2,SLE,Yes,4,2317
Human,2,SLE,Yes,5,1633
Human,2,SLE,Yes,6,1213
Human,2,SLE,Yes,7,928
Human,2,SLE,Yes,8,698
Human,2,SLE,Yes,9,590
Human,2,SLE,Yes,10,460
Human,2,SLE,Yes,>10,4921
Human,3,SLE,No,2,13
Human,3,SLE,No,3,85586
Human,3,SLE,No,4,62600
Human,3,SLE,No,5,43653
Human,3,SLE,No,6,32182
Human,3,SLE,No,7,24688
Human,3,SLE,No,8,19212
Human,3,SLE,No,9,15356
Human,3,SLE,No,10,12480
Human,3,SLE,No,>10,114617
Human,3,SLE,Yes,3,1874
Human,3,SLE,Yes,4,1603
Human,3,SLE,Yes,5,1323
Human,3,SLE,Yes,6,1037
Human,3,SLE,Yes,7,901
Human,3,SLE,Yes,8,720
Human,3,SLE,Yes,9,647
Human,3,SLE,Yes,10,465
Human,3,SLE,Yes,>10,5076
Human,4,SLE,No,3,7
Human,4,SLE,No,4,24850
Human,4,SLE,No,5,28566
Human,4,SLE,No,6,25788
Human,4,SLE,No,7,22123
Human,4,SLE,No,8,18946
Human,4,SLE,No,9,16205
Human,4,SLE,No,10,13859
Human,4,SLE,No,>10,145338
Human,4,SLE,Yes,4,486
Human,4,SLE,Yes,5,661
Human,4,SLE,Yes,6,633
Human,4,SLE,Yes,7,649
Human,4,SLE,Yes,8,572
Human,4,SLE,Yes,9,490
Human,4,SLE,Yes,10,470
Human,4,SLE,Yes,>10,5949
Human,5,SLE,No,4,2
Human,5,SLE,No,5,6917
Human,5,SLE,No,6,10868
Human,5,SLE,No,7,12291
Human,5,SLE,No,8,12460
Human,5,SLE,No,9,12150
Human,5,SLE,No,10,11208
Human,5,SLE,No,>10,169821
Human,5,SLE,Yes,5,113
Human,5,SLE,Yes,6,205
Human,5,SLE,Yes,7,276
Human,5,SLE,Yes,8,283
Human,5,SLE,Yes,9,308
Human,5,SLE,Yes,10,313
Human,5,SLE,Yes,>10,6481
Human,6,SLE,No,5,1
Human,6,SLE,No,6,1727
Human,6,SLE,No,7,3464
Human,6,SLE,No,8,4862
Human,6,SLE,No,9,5715
Human,6,SLE,No,10,6096
Human,6,SLE,No,>10,172148
Human,6,SLE,Yes,6,28
Human,6,SLE,Yes,7,58
Human,6,SLE,Yes,8,94
Human,6,SLE,Yes,9,106
Human,6,SLE,Yes,10,114
Human,6,SLE,Yes,>10,5950
Human,7,SLE,No,7,343
Human,7,SLE,No,8,994
Human,7,SLE,No,9,1615
Human,7,SLE,No,10,2214
Human,7,SLE,No,>10,157915
Human,7,SLE,Yes,8,16
Human,7,SLE,Yes,9,26
Human,7,SLE,Yes,10,34
Human,7,SLE,Yes,>10,5303
Human,8,SLE,No,8,70
Human,8,SLE,No,9,225
Human,8,SLE,No,10,458
Human,8,SLE,No,>10,138106
Human,8,SLE,Yes,9,5
Human,8,SLE,Yes,10,3
Human,8,SLE,Yes,>10,4387
Human,9,SLE,No,9,5
Human,9,SLE,No,10,43
Human,9,SLE,No,>10,119016
Human,9,SLE,Yes,>10,3874
Human,10,SLE,No,10,1
Human,10,SLE,No,>10,100873
Human,10,SLE,Yes,>10,3288
Human,11,SLE,No,>10,85694
Human,11,SLE,Yes,>10,2784
Human,12,SLE,No,>10,70426
Human,12,SLE,Yes,>10,2358
Human,13,SLE,No,>10,55369
Human,13,SLE,Yes,>10,2064
Human,14,SLE,No,>10,42590
Human,14,SLE,Yes,>10,1721
Human,15,SLE,No,>10,33403
Human,15,SLE,Yes,>10,1495
Human,16,SLE,No,>10,25668
Human,16,SLE,Yes,>10,1362
Human,17,SLE,No,>10,19841
Human,17,SLE,Yes,>10,1163
Human,18,SLE,No,>10,14508
Human,18,SLE,Yes,>10,834
Human,19,SLE,No,>10,11085
Human,19,SLE,Yes,>10,755
Human,20,SLE,No,>10,7774
Human,20,SLE,Yes,>10,713
Human,21,SLE,No,>10,3521
Human,21,SLE,Yes,>10,425
Human,22,SLE,No,>10,1260
Human,22,SLE,Yes,>10,218
Human,23,SLE,No,>10,329
Human,23,SLE,Yes,>10,90
Human,24,SLE,No,>10,46
Human,24,SLE,Yes,>10,20
Human,1,Tonsillitis,No,1,8917596
Human,1,Tonsillitis,No,2,610793
Human,1,Tonsillitis,No,3,246178
Human,1,Tonsillitis,No,4,151455
Human,1,Tonsillitis,No,5,107019
Human,1,Tonsillitis,No,6,81221
Human,1,Tonsillitis,No,7,63936
Human,1,Tonsillitis,No,8,51088
Human,1,Tonsillitis,No,9,42396
Human,1,Tonsillitis,No,10,35291
Human,1,Tonsillitis,No,>10,294966
Human,1,Tonsillitis,Yes,1,231830
Human,1,Tonsillitis,Yes,2,23610
Human,1,Tonsillitis,Yes,3,10123
Human,1,Tonsillitis,Yes,4,6316
Human,1,Tonsillitis,Yes,5,4453
Human,1,Tonsillitis,Yes,6,3567
Human,1,Tonsillitis,Yes,7,2938
Human,1,Tonsillitis,Yes,8,2493
Human,1,Tonsillitis,Yes,9,2102
Human,1,Tonsillitis,Yes,10,1773
Human,1,Tonsillitis,Yes,>10,17242
Human,2,Tonsillitis,No,1,1046
Human,2,Tonsillitis,No,2,430847
Human,2,Tonsillitis,No,3,141430
Human,2,Tonsillitis,No,4,66777
Human,2,Tonsillitis,No,5,39652
Human,2,Tonsillitis,No,6,26815
Human,2,Tonsillitis,No,7,19933
Human,2,Tonsillitis,No,8,15490
Human,2,Tonsillitis,No,9,12959
Human,2,Tonsillitis,No,10,10382
Human,2,Tonsillitis,No,>10,106762
Human,2,Tonsillitis,Yes,1,18
Human,2,Tonsillitis,Yes,2,11762
Human,2,Tonsillitis,Yes,3,4764
Human,2,Tonsillitis,Yes,4,2714
Human,2,Tonsillitis,Yes,5,1840
Human,2,Tonsillitis,Yes,6,1256
Human,2,Tonsillitis,Yes,7,1036
Human,2,Tonsillitis,Yes,8,796
Human,2,Tonsillitis,Yes,9,678
Human,2,Tonsillitis,Yes,10,570
Human,2,Tonsillitis,Yes,>10,6325
Human,3,Tonsillitis,No,1,8
Human,3,Tonsillitis,No,2,78
Human,3,Tonsillitis,No,3,124706
Human,3,Tonsillitis,No,4,83329
Human,3,Tonsillitis,No,5,54604
Human,3,Tonsillitis,No,6,37690
Human,3,Tonsillitis,No,7,27363
Human,3,Tonsillitis,No,8,20885
Human,3,Tonsillitis,No,9,16018
Human,3,Tonsillitis,No,10,12781
Human,3,Tonsillitis,No,>10,111900
Human,3,Tonsillitis,Yes,2,2
Human,3,Tonsillitis,Yes,3,2911
Human,3,Tonsillitis,Yes,4,2225
Human,3,Tonsillitis,Yes,5,1680
Human,3,Tonsillitis,Yes,6,1329
Human,3,Tonsillitis,Yes,7,969
Human,3,Tonsillitis,Yes,8,817
Human,3,Tonsillitis,Yes,9,711
Human,3,Tonsillitis,Yes,10,546
Human,3,Tonsillitis,Yes,>10,5851
Human,4,Tonsillitis,No,3,12
Human,4,Tonsillitis,No,4,38042
Human,4,Tonsillitis,No,5,40760
Human,4,Tonsillitis,No,6,35544
Human,4,Tonsillitis,No,7,29180
Human,4,Tonsillitis,No,8,23905
Human,4,Tonsillitis,No,9,19523
Human,4,Tonsillitis,No,10,16559
Human,4,Tonsillitis,No,>10,146913
Human,4,Tonsillitis,Yes,4,698
Human,4,Tonsillitis,Yes,5,916
Human,4,Tonsillitis,Yes,6,862
Human,4,Tonsillitis,Yes,7,799
Human,4,Tonsillitis,Yes,8,698
Human,4,Tonsillitis,Yes,9,680
Human,4,Tonsillitis,Yes,10,556
Human,4,Tonsillitis,Yes,>10,6725
Human,5,Tonsillitis,No,4,2
Human,5,Tonsillitis,No,5,10716
Human,5,Tonsillitis,No,6,16445
Human,5,Tonsillitis,No,7,18236
Human,5,Tonsillitis,No,8,18271
Human,5,Tonsillitis,No,9,17015
Human,5,Tonsillitis,No,10,15461
Human,5,Tonsillitis,No,>10,184209
Human,5,Tonsillitis,Yes,5,157
Human,5,Tonsillitis,Yes,6,323
Human,5,Tonsillitis,Yes,7,363
Human,5,Tonsillitis,Yes,8,419
Human,5,Tonsillitis,Yes,9,379
Human,5,Tonsillitis,Yes,10,391
Human,5,Tonsillitis,Yes,>10,7258
Human,6,Tonsillitis,No,5,1
Human,6,Tonsillitis,No,6,2627
Human,6,Tonsillitis,No,7,5307
Human,6,Tonsillitis,No,8,7457
Human,6,Tonsillitis,No,9,8739
Human,6,Tonsillitis,No,10,9209
Human,6,Tonsillitis,No,>10,201154
Human,6,Tonsillitis,Yes,6,41
Human,6,Tonsillitis,Yes,7,80
Human,6,Tonsillitis,Yes,8,124
Human,6,Tonsillitis,Yes,9,134
Human,6,Tonsillitis,Yes,10,198
Human,6,Tonsillitis,Yes,>10,7005
Human,7,Tonsillitis,No,7,566
Human,7,Tonsillitis,No,8,1488
Human,7,Tonsillitis,No,9,2391
Human,7,Tonsillitis,No,10,3257
Human,7,Tonsillitis,No,>10,191830
Human,7,Tonsillitis,Yes,7,9
Human,7,Tonsillitis,Yes,8,26
Human,7,Tonsillitis,Yes,9,41
Human,7,Tonsillitis,Yes,10,49
Human,7,Tonsillitis,Yes,>10,6265
Human,8,Tonsillitis,No,8,113
Human,8,Tonsillitis,No,9,303
Human,8,Tonsillitis,No,10,636
Human,8,Tonsillitis,No,>10,169803
Human,8,Tonsillitis,Yes,8,1
Human,8,Tonsillitis,Yes,9,6
Human,8,Tonsillitis,Yes,10,5
Human,8,Tonsillitis,Yes,>10,5229
Human,9,Tonsillitis,No,9,14
Human,9,Tonsillitis,No,10,58
Human,9,Tonsillitis,No,>10,143855
Human,9,Tonsillitis,Yes,>10,4592
Human,10,Tonsillitis,No,10,5
Human,10,Tonsillitis,No,>10,119683
Human,10,Tonsillitis,Yes,>10,3774
Human,11,Tonsillitis,No,>10,98256
Human,11,Tonsillitis,Yes,>10,3182
Human,12,Tonsillitis,No,>10,78210
Human,12,Tonsillitis,Yes,>10,2632
Human,13,Tonsillitis,No,>10,60042
Human,13,Tonsillitis,Yes,>10,2227
Human,14,Tonsillitis,No,>10,45548
Human,14,Tonsillitis,Yes,>10,1823
Human,15,Tonsillitis,No,>10,34622
Human,15,Tonsillitis,Yes,>10,1576
Human,16,Tonsillitis,No,>10,26328
Human,16,Tonsillitis,Yes,>10,1409
Human,17,Tonsillitis,No,>10,20210
Human,17,Tonsillitis,Yes,>10,1173
Human,18,Tonsillitis,No,>10,14704
Human,18,Tonsillitis,Yes,>10,843
Human,19,Tonsillitis,No,>10,11199
Human,19,Tonsillitis,Yes,>10,757
Human,20,Tonsillitis,No,>10,7818
Human,20,Tonsillitis,Yes,>10,717
Human,21,Tonsillitis,No,>10,3533
Human,21,Tonsillitis,Yes,>10,426
Human,22,Tonsillitis,No,>10,1262
Human,22,Tonsillitis,Yes,>10,218
Human,23,Tonsillitis,No,>10,329
Human,23,Tonsillitis,Yes,>10,90
Human,24,Tonsillitis,No,>10,46
Human,24,Tonsillitis,Yes,>10,20
Human,1,Tonsillitis/Obstructive-Sleep-Apnea,No,1,4638237
Human,1,Tonsillitis/Obstructive-Sleep-Apnea,No,2,273793
Human,1,Tonsillitis/Obstructive-Sleep-Apnea,No,3,102750
Human,1,Tonsillitis/Obstructive-Sleep-Apnea,No,4,63090
Human,1,Tonsillitis/Obstructive-Sleep-Apnea,No,5,45781
Human,1,Tonsillitis/Obstructive-Sleep-Apnea,No,6,34493
Human,1,Tonsillitis/Obstructive-Sleep-Apnea,No,7,27797
Human,1,Tonsillitis/Obstructive-Sleep-Apnea,No,8,22286
Human,1,Tonsillitis/Obstructive-Sleep-Apnea,No,9,18996
Human,1,Tonsillitis/Obstructive-Sleep-Apnea,No,10,16075
Human,1,Tonsillitis/Obstructive-Sleep-Apnea,No,>10,145689
Human,1,Tonsillitis/Obstructive-Sleep-Apnea,Yes,1,122215
Human,1,Tonsillitis/Obstructive-Sleep-Apnea,Yes,2,10937
Human,1,Tonsillitis/Obstructive-Sleep-Apnea,Yes,3,4807
Human,1,Tonsillitis/Obstructive-Sleep-Apnea,Yes,4,3085
Human,1,Tonsillitis/Obstructive-Sleep-Apnea,Yes,5,2463
Human,1,Tonsillitis/Obstructive-Sleep-Apnea,Yes,6,1798
Human,1,Tonsillitis/Obstructive-Sleep-Apnea,Yes,7,1436
Human,1,Tonsillitis/Obstructive-Sleep-Apnea,Yes,8,1246
Human,1,Tonsillitis/Obstructive-Sleep-Apnea,Yes,9,999
Human,1,Tonsillitis/Obstructive-Sleep-Apnea,Yes,10,857
Human,1,Tonsillitis/Obstructive-Sleep-Apnea,Yes,>10,9238
Human,2,Tonsillitis/Obstructive-Sleep-Apnea,No,1,1003
Human,2,Tonsillitis/Obstructive-Sleep-Apnea,No,2,243491
Human,2,Tonsillitis/Obstructive-Sleep-Apnea,No,3,75049
Human,2,Tonsillitis/Obstructive-Sleep-Apnea,No,4,33485
Human,2,Tonsillitis/Obstructive-Sleep-Apnea,No,5,19812
Human,2,Tonsillitis/Obstructive-Sleep-Apnea,No,6,13152
Human,2,Tonsillitis/Obstructive-Sleep-Apnea,No,7,9649
Human,2,Tonsillitis/Obstructive-Sleep-Apnea,No,8,7602
Human,2,Tonsillitis/Obstructive-Sleep-Apnea,No,9,6291
Human,2,Tonsillitis/Obstructive-Sleep-Apnea,No,10,5223
Human,2,Tonsillitis/Obstructive-Sleep-Apnea,No,>10,59968
Human,2,Tonsillitis/Obstructive-Sleep-Apnea,Yes,1,24
Human,2,Tonsillitis/Obstructive-Sleep-Apnea,Yes,2,6507
Human,2,Tonsillitis/Obstructive-Sleep-Apnea,Yes,3,2544
Human,2,Tonsillitis/Obstructive-Sleep-Apnea,Yes,4,1460
Human,2,Tonsillitis/Obstructive-Sleep-Apnea,Yes,5,979
Human,2,Tonsillitis/Obstructive-Sleep-Apnea,Yes,6,728
Human,2,Tonsillitis/Obstructive-Sleep-Apnea,Yes,7,566
Human,2,Tonsillitis/Obstructive-Sleep-Apnea,Yes,8,439
Human,2,Tonsillitis/Obstructive-Sleep-Apnea,Yes,9,314
Human,2,Tonsillitis/Obstructive-Sleep-Apnea,Yes,10,332
Human,2,Tonsillitis/Obstructive-Sleep-Apnea,Yes,>10,3859
Human,3,Tonsillitis/Obstructive-Sleep-Apnea,No,1,8
Human,3,Tonsillitis/Obstructive-Sleep-Apnea,No,2,80
Human,3,Tonsillitis/Obstructive-Sleep-Apnea,No,3,74879
Human,3,Tonsillitis/Obstructive-Sleep-Apnea,No,4,48026
Human,3,Tonsillitis/Obstructive-Sleep-Apnea,No,5,30119
Human,3,Tonsillitis/Obstructive-Sleep-Apnea,No,6,20250
Human,3,Tonsillitis/Obstructive-Sleep-Apnea,No,7,14256
Human,3,Tonsillitis/Obstructive-Sleep-Apnea,No,8,10656
Human,3,Tonsillitis/Obstructive-Sleep-Apnea,No,9,8268
Human,3,Tonsillitis/Obstructive-Sleep-Apnea,No,10,6657
Human,3,Tonsillitis/Obstructive-Sleep-Apnea,No,>10,59118
Human,3,Tonsillitis/Obstructive-Sleep-Apnea,Yes,2,2
Human,3,Tonsillitis/Obstructive-Sleep-Apnea,Yes,3,1616
Human,3,Tonsillitis/Obstructive-Sleep-Apnea,Yes,4,1198
Human,3,Tonsillitis/Obstructive-Sleep-Apnea,Yes,5,872
Human,3,Tonsillitis/Obstructive-Sleep-Apnea,Yes,6,692
Human,3,Tonsillitis/Obstructive-Sleep-Apnea,Yes,7,570
Human,3,Tonsillitis/Obstructive-Sleep-Apnea,Yes,8,441
Human,3,Tonsillitis/Obstructive-Sleep-Apnea,Yes,9,418
Human,3,Tonsillitis/Obstructive-Sleep-Apnea,Yes,10,277
Human,3,Tonsillitis/Obstructive-Sleep-Apnea,Yes,>10,3181
Human,4,Tonsillitis/Obstructive-Sleep-Apnea,No,3,11
Human,4,Tonsillitis/Obstructive-Sleep-Apnea,No,4,23944
Human,4,Tonsillitis/Obstructive-Sleep-Apnea,No,5,24541
Human,4,Tonsillitis/Obstructive-Sleep-Apnea,No,6,21031
Human,4,Tonsillitis/Obstructive-Sleep-Apnea,No,7,16728
Human,4,Tonsillitis/Obstructive-Sleep-Apnea,No,8,13345
Human,4,Tonsillitis/Obstructive-Sleep-Apnea,No,9,10794
Human,4,Tonsillitis/Obstructive-Sleep-Apnea,No,10,9024
Human,4,Tonsillitis/Obstructive-Sleep-Apnea,No,>10,77377
Human,4,Tonsillitis/Obstructive-Sleep-Apnea,Yes,4,407
Human,4,Tonsillitis/Obstructive-Sleep-Apnea,Yes,5,510
Human,4,Tonsillitis/Obstructive-Sleep-Apnea,Yes,6,506
Human,4,Tonsillitis/Obstructive-Sleep-Apnea,Yes,7,445
Human,4,Tonsillitis/Obstructive-Sleep-Apnea,Yes,8,400
Human,4,Tonsillitis/Obstructive-Sleep-Apnea,Yes,9,330
Human,4,Tonsillitis/Obstructive-Sleep-Apnea,Yes,10,280
Human,4,Tonsillitis/Obstructive-Sleep-Apnea,Yes,>10,3546
Human,5,Tonsillitis/Obstructive-Sleep-Apnea,No,4,5
Human,5,Tonsillitis/Obstructive-Sleep-Apnea,No,5,7107
Human,5,Tonsillitis/Obstructive-Sleep-Apnea,No,6,10796
Human,5,Tonsillitis/Obstructive-Sleep-Apnea,No,7,11555
Human,5,Tonsillitis/Obstructive-Sleep-Apnea,No,8,11351
Human,5,Tonsillitis/Obstructive-Sleep-Apnea,No,9,10356
Human,5,Tonsillitis/Obstructive-Sleep-Apnea,No,10,9272
Human,5,Tonsillitis/Obstructive-Sleep-Apnea,No,>10,101190
Human,5,Tonsillitis/Obstructive-Sleep-Apnea,Yes,5,111
Human,5,Tonsillitis/Obstructive-Sleep-Apnea,Yes,6,192
Human,5,Tonsillitis/Obstructive-Sleep-Apnea,Yes,7,215
Human,5,Tonsillitis/Obstructive-Sleep-Apnea,Yes,8,252
Human,5,Tonsillitis/Obstructive-Sleep-Apnea,Yes,9,234
Human,5,Tonsillitis/Obstructive-Sleep-Apnea,Yes,10,227
Human,5,Tonsillitis/Obstructive-Sleep-Apnea,Yes,>10,3973
Human,6,Tonsillitis/Obstructive-Sleep-Apnea,No,5,1
Human,6,Tonsillitis/Obstructive-Sleep-Apnea,No,6,1880
Human,6,Tonsillitis/Obstructive-Sleep-Apnea,No,7,3706
Human,6,Tonsillitis/Obstructive-Sleep-Apnea,No,8,4913
Human,6,Tonsillitis/Obstructive-Sleep-Apnea,No,9,5680
Human,6,Tonsillitis/Obstructive-Sleep-Apnea,No,10,5929
Human,6,Tonsillitis/Obstructive-Sleep-Apnea,No,>10,116577
Human,6,Tonsillitis/Obstructive-Sleep-Apnea,Yes,6,22
Human,6,Tonsillitis/Obstructive-Sleep-Apnea,Yes,7,58
Human,6,Tonsillitis/Obstructive-Sleep-Apnea,Yes,8,88
Human,6,Tonsillitis/Obstructive-Sleep-Apnea,Yes,9,89
Human,6,Tonsillitis/Obstructive-Sleep-Apnea,Yes,10,108
Human,6,Tonsillitis/Obstructive-Sleep-Apnea,Yes,>10,3853
Human,7,Tonsillitis/Obstructive-Sleep-Apnea,No,7,437
Human,7,Tonsillitis/Obstructive-Sleep-Apnea,No,8,1144
Human,7,Tonsillitis/Obstructive-Sleep-Apnea,No,9,1771
Human,7,Tonsillitis/Obstructive-Sleep-Apnea,No,10,2334
Human,7,Tonsillitis/Obstructive-Sleep-Apnea,No,>10,117509
Human,7,Tonsillitis/Obstructive-Sleep-Apnea,Yes,7,7
Human,7,Tonsillitis/Obstructive-Sleep-Apnea,Yes,8,17
Human,7,Tonsillitis/Obstructive-Sleep-Apnea,Yes,9,26
Human,7,Tonsillitis/Obstructive-Sleep-Apnea,Yes,10,33
Human,7,Tonsillitis/Obstructive-Sleep-Apnea,Yes,>10,3593
Human,8,Tonsillitis/Obstructive-Sleep-Apnea,No,8,101
Human,8,Tonsillitis/Obstructive-Sleep-Apnea,No,9,235
Human,8,Tonsillitis/Obstructive-Sleep-Apnea,No,10,484
Human,8,Tonsillitis/Obstructive-Sleep-Apnea,No,>10,110076
Human,8,Tonsillitis/Obstructive-Sleep-Apnea,Yes,8,1
Human,8,Tonsillitis/Obstructive-Sleep-Apnea,Yes,9,3
Human,8,Tonsillitis/Obstructive-Sleep-Apnea,Yes,10,4
Human,8,Tonsillitis/Obstructive-Sleep-Apnea,Yes,>10,3182
Human,9,Tonsillitis/Obstructive-Sleep-Apnea,No,9,9
Human,9,Tonsillitis/Obstructive-Sleep-Apnea,No,10,42
Human,9,Tonsillitis/Obstructive-Sleep-Apnea,No,>10,99070
Human,9,Tonsillitis/Obstructive-Sleep-Apnea,Yes,>10,2901
Human,10,Tonsillitis/Obstructive-Sleep-Apnea,No,10,4
Human,10,Tonsillitis/Obstructive-Sleep-Apnea,No,>10,87936
Human,10,Tonsillitis/Obstructive-Sleep-Apnea,Yes,>10,2458
Human,11,Tonsillitis/Obstructive-Sleep-Apnea,No,>10,76818
Human,11,Tonsillitis/Obstructive-Sleep-Apnea,Yes,>10,2235
Human,12,Tonsillitis/Obstructive-Sleep-Apnea,No,>10,64206
Human,12,Tonsillitis/Obstructive-Sleep-Apnea,Yes,>10,2040
Human,13,Tonsillitis/Obstructive-Sleep-Apnea,No,>10,51268
Human,13,Tonsillitis/Obstructive-Sleep-Apnea,Yes,>10,1733
Human,14,Tonsillitis/Obstructive-Sleep-Apnea,No,>10,40613
Human,14,Tonsillitis/Obstructive-Sleep-Apnea,Yes,>10,1537
Human,15,Tonsillitis/Obstructive-Sleep-Apnea,No,>10,31908
Human,15,Tonsillitis/Obstructive-Sleep-Apnea,Yes,>10,1384
Human,16,Tonsillitis/Obstructive-Sleep-Apnea,No,>10,24947
Human,16,Tonsillitis/Obstructive-Sleep-Apnea,Yes,>10,1330
Human,17,Tonsillitis/Obstructive-Sleep-Apnea,No,>10,19595
Human,17,Tonsillitis/Obstructive-Sleep-Apnea,Yes,>10,1129
Human,18,Tonsillitis/Obstructive-Sleep-Apnea,No,>10,14470
Human,18,Tonsillitis/Obstructive-Sleep-Apnea,Yes,>10,829
Human,19,Tonsillitis/Obstructive-Sleep-Apnea,No,>10,11136
Human,19,Tonsillitis/Obstructive-Sleep-Apnea,Yes,>10,750
Human,20,Tonsillitis/Obstructive-Sleep-Apnea,No,>10,7807
Human,20,Tonsillitis/Obstructive-Sleep-Apnea,Yes,>10,716
Human,21,Tonsillitis/Obstructive-Sleep-Apnea,No,>10,3531
Human,21,Tonsillitis/Obstructive-Sleep-Apnea,Yes,>10,426
Human,22,Tonsillitis/Obstructive-Sleep-Apnea,No,>10,1261
Human,22,Tonsillitis/Obstructive-Sleep-Apnea,Yes,>10,218
Human,23,Tonsillitis/Obstructive-Sleep-Apnea,No,>10,329
Human,23,Tonsillitis/Obstructive-Sleep-Apnea,Yes,>10,90
Human,24,Tonsillitis/Obstructive-Sleep-Apnea,No,>10,46
Human,24,Tonsillitis/Obstructive-Sleep-Apnea,Yes,>10,20
